nm_Kit_ID,mb_replicate,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,Status,Site_number_CHECK,GCN_Positive_Square,GCN_Negative_Square,Surveyor,1_km_square,Grid_reference,Easting,Northing,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P,Acti_Angu_Angu_Anguangu,Acti_Cypr_Cobi_Cobitean,Acti_Cypr_Cypr_Abrabram,Acti_Cypr_Cypr_Albuunk,Acti_Cypr_Cypr_Blicunk,Acti_Cypr_Cypr_Caracara,Acti_Cypr_Cypr_Cyprcarp,Acti_Cypr_Cypr_Gobigobi,Acti_Cypr_Cypr_Leucidus,Acti_Cypr_Cypr_Phoxphox,Acti_Cypr_Cypr_Pimeprom,Acti_Cypr_Cypr_Rutiruti,Acti_Cypr_Cypr_Tinctinc,Acti_Cypr_Nema_Barbbarb,Acti_Esoc_Esoc_Esoxluci,Acti_Gast_Gast_Gastacul,Acti_Perc_Perc_Percluci,Amph_Anur_Bufo_Bufobufo,Amph_Anur_Rani_Ranatemp,Amph_Caud_Sala_Lisshelv,Amph_Caud_Sala_Lissvulg,Amph_Caud_Sala_Tritcris,Aves_Acci_Acci_Butebute,Aves_Anse_Anat_Aixgale,Aves_Anse_Anat_Anastado,Aves_Anse_Anat_Anatsp,Aves_Char_Lari_Larusp,Aves_Colu_Colu_Colulivi,Aves_Colu_Colu_Colusp,Aves_Gall_Phas_Phascolc,Aves_Grui_Rall_Fuliatra,Aves_Grui_Rall_Gallchlo,Aves_Pass_Acro_Acroscir,Aves_Pass_Corv_Garrglan,Aves_Pass_Corv_Picapica,Aves_Pass_Musc_Eritrube,Aves_Pass_Musc_Turdsp,Aves_Pass_Panu_Panubiar,Aves_Pass_Pari_Parumajo,Aves_Pass_Pass_Pass1,Aves_Pass_Pass_Pass2,Aves_Pass_Prun_Prunmodu,Aves_Pass_Stur_Sturvulg,Aves_Pass_Sylv_Sylvatri,Aves_Pass_Trog_Trogtrog,Aves_Pele_Arde_Ardecine,Aves_Pici_Pici_Dendmajo,Aves_Pici_Pici_Picuviri,Aves_Stri_Stri_Strisp,Mamm_Arti_Cerv_Caprcapr,Mamm_Arti_Cerv_Cervelap,Mamm_Arti_Cerv_Damadama,Mamm_Arti_Cerv_Hydriner,Mamm_Arti_Cerv_Muntreev,Mamm_Carn_Cani_Vulpvulp,Mamm_Carn_Must_Lutrlutr,Mamm_Carn_Must_Melemele,Mamm_Chir_Vesp_Myotnatt,Mamm_Chir_Vesp_Pipiaust,Mamm_Euli_Sori_Sorearan,Mamm_Euli_Talp_Talpeuro,Mamm_Rode_Cric_Arviterr,Mamm_Rode_Cric_Micragre,Mamm_Rode_Cric_Myodglar,Mamm_Rode_Muri_Apodsylv,Mamm_Rode_Muri_Rattnorv,Mamm_Rode_Sciu_Sciucaro
FHT679,1,2017/05/22 00:00:00,2017/05/22 00:00:00,MATCH,20 Opposite Wittenham House,Pond 20P Earth Trust 088. Church at Little Witten,0.4431979419448091,20,Opposite Wittenham House,Freshwater Habitats Trust,IS,NA,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,0,Negative,20,1,NA,Ian,SU5693,SU5664593388,456645,193388,0,Negative,FALSE,TRUE,Negative,NA,1,200,1,4,50,3,4,12,4,70,0.9028804514474343,NA,20,Y,?,0.2-0.5,0.05-0.1,1,0.35,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT736,1,2017/05/26 00:00:00,2017/05/26 00:00:00,MATCH,151 Island Pond - BBOWT Sutton Courtney Discovery Centre,151P SCDC(Browt),0.43383699633699635,151,Island Pond - BBOWT Sutton Courtney Discovery Centre,Freshwater Habitats Trust,IS,NA,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/08 00:00:00,12,0,Negative,151,1,NA,Ian,SU5091,SU5011891847,450118,191847,0,Negative,FALSE,TRUE,Negative,NA,1,0,1,3.5,35,3,4,8,4,75,0.7175412225972612,NA,150,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT699,1,2017/05/19 00:00:00,2017/05/19 00:00:00,MATCH,"110 Radbrook Common, Wytham Wood",110P Wytham,0.42234848484848486,110,"Radbrook Common, Wytham Wood",Freshwater Habitats Trust,IS,NA,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/08 00:00:00,11,0,Negative,110,1,NA,Ian,SP4607,SP4604607603,446046,207603,0,Negative,FALSE,TRUE,Negative,NA,1,1375,1.5,4,10,3,4,3,4,90,0.9322312220122315,NA,110,N,Y,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT616,1,2017/06/21 00:00:00,2017/06/21 00:00:00,MATCH,875 Riseley Lodge Farm,875 - Forget Me Not Pond (S43),0.4180375180375181,875,Riseley Lodge Farm,Freshwater Habitats Trust,HW,2017/06/21 14:00:00,2017/07/03 00:00:00,6,No,No,Yes,No,NA,2017/07/04 00:00:00,12,0,Negative,875,NA,1,HW,TL0463,TL0473963149,504739,263149,0,Negative,FALSE,TRUE,NA,Negative,1,3165,3,4,40,2,4,7,3,50,0.44333587241491695,NA,863,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9309,0,0,0,69376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT713,1,2017/05/14 00:00:00,2017/05/14 00:00:00,MATCH,409 Carleton House,409 - IOW Sister (Jan)(SU 48447 98101),0.4144549407707303,409,Carleton House,Freshwater Habitats Trust,Jeremy,NA,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,1,Positive,409,NA,1,Ian,SU4898,SU4844798101,448447,198101,1,Positive,FALSE,FALSE,NA,Positive,1,8,1,4,15,3,4,2,3,60,0.7038696690406491,NA,409,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,20139,0,0,0,0,0,0,0,0,5603,0,0,0,0,0,0,0,13242,0,0,0,0,0,0,0,22538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128430,0,0,0,0,0,0
FHT739,NA,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,568 B4493 west of Didcot Hospital,568 GWP Slade Road,0.40999740999740997,568,B4493 west of Didcot Hospital,Freshwater Habitats Trust,IS,NA,2017/06/22 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,0,Negative,568,NA,1,Ian,SU5189,SU5107089751,451070,189751,0,Negative,FALSE,TRUE,NA,Negative,1,120,3.5,1.5,80,3,4,6,3,30,0.6306379846022869,NA,568,N,N,<0.2,0.2-0.5,1,0.1,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT314,1,2017/05/25 00:00:00,2017/05/25 00:00:00,MATCH,109,106 (TL02633423),0.4027777777777779,109,NA,Freshwater Habitats Trust,Iain Naismith,2017/05/25 08:45:00,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/13 00:00:00,12,0,Negative,109,1,NA,Iain,TL0234,TL0263634234,502636,234234,0,Negative,FALSE,TRUE,Negative,NA,1,490,1,3,90,2,2,3,2,1,0.5603416542336738,NA,109,Y,Y,<0.2,0.2-0.5,1,0.1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,0,0,0,66667,0,0,0,32023,0,0,13049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT675,NA,2017/05/23 00:00:00,2017/05/23 00:00:00,MATCH,121 SUDS N of School Lane and West of Letcombe Brook.  NEmost of the three SUDS,Pond 121 P School Lane Suds Grove,0.4007997918953834,121,SUDS N of School Lane and West of Letcombe Brook.  NEmost of the three SUDS,Freshwater Habitats Trust,IS,NA,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,0,Negative,121,1,NA,Ian,SU4090,SU4005290332,440052,190332,0,Negative,FALSE,TRUE,Negative,NA,1,420,3.5,1?,5,3,4,6,3.5,100,0.5409068459589923,NA,121,Y,Y,<0.2,0.1-0.2,1,0.1,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT694,1,2017/05/22 00:00:00,2017/05/22 00:00:00,MATCH,"130 Near Fulscot Cottages, SE of Didcot",Pond 120a Fulscot Maner,0.4000990957512697,130,"Near Fulscot Cottages, SE of Didcot",Freshwater Habitats Trust,IS,NA,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,0,Negative,130,1,NA,Ian,SU5489,SU5450289280,454502,189280,0,Negative,FALSE,TRUE,Negative,NA,1,145,3.5,1.5,100,3,4,3,3,0,0.38101749630254395,NA,129,N,N,<0.2,0.2-0.5,1,0.1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT707,NA,2017/05/13 00:00:00,2017/05/13 00:00:00,MATCH,"230 The Farmhouse, Guydens Hamlet",230 Guydens Farm (SP 56190 03271),0.39686337054758103,230,"The Farmhouse, Guydens Hamlet",Freshwater Habitats Trust,Jeremy,NA,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,0,Negative,230,NA,1,Ian,SP5603,SP5619003271,456190,203271,0,Negative,FALSE,TRUE,NA,Negative,1,250,1,3,55,3,1,0,2,1,0.28021556238019935,NA,230,Y,Y,0.2-0.5,0.05-0.1,1,0.35,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT696,NA,2017/05/22 00:00:00,2017/05/22 00:00:00,MATCH,"38 White Lees Farm, old Thames Water Sewage Lorry flushing pond/ tank",Pond 38p Side of B White Less farm,0.39379592416676823,38,"White Lees Farm, old Thames Water Sewage Lorry flushing pond/ tank",Freshwater Habitats Trust,IS,NA,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,0,Negative,38,1,NA,Ian,SU5691,SU5647391859,456473,191859,0,Negative,FALSE,TRUE,Negative,NA,1,200,3.5,1,5,3,4,6,3,100,0.5046839326278576,NA,38,?,?,<0.2,1+,1,0.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT745,NA,2017/05/27 00:00:00,2017/05/27 00:00:00,MATCH,51 Bourton - Wilts & Berks Canal - east side of bridge,"Willis and Berks canal, Bourton",0.39326961369972124,51,Bourton - Wilts & Berks Canal - east side of bridge,Freshwater Habitats Trust,IS,NA,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/22 00:00:00,12,0,Negative,51,1,NA,Ian,SU2388,SU2345888001,423458,188001,0,Negative,FALSE,TRUE,Negative,NA,1,30,3,3.5,0,3,4,3,4,60,0.7056220484303058,NA,51,N,N,<0.2,0.05-0.1,1,0.1,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT900,1,2017/06/12 00:00:00,2017/06/12 00:00:00,MATCH,"67 Pond in 'The Warren', Hinton Manor, Hinton Waldrist",67P - Hinton Waldrist,0.39021164021164023,67,"Pond in 'The Warren', Hinton Manor, Hinton Waldrist",Freshwater Habitats Trust,-,NA,2017/06/22 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,0,Negative,67,1,NA,Ian,SU3799,SU3725399372,437253,199372,0,Negative,FALSE,TRUE,Negative,NA,1,1030,2,3,95,3,4,7,4,5,0.7613330882211076,NA,67,N,N,<0.2,0.2-0.5,1,0.1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT743,1,2017/05/27 00:00:00,2017/05/27 00:00:00,MATCH,28 BBOWT Tuckmill Meadow Reserve - Watchfield (West),28P -Tuckmill Meadow,0.3901709401709401,28,BBOWT Tuckmill Meadow Reserve - Watchfield (West),Freshwater Habitats Trust,IS,NA,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/08 00:00:00,12,0,Negative,28,1,NA,Ian,SU2490,SU2406290056,424062,190056,0,Negative,FALSE,TRUE,Negative,NA,1,305,3,1.5,15,3,4,8,4,100,0.7661623127352993,NA,27,Y,Y,0.5-1,0.1-0.2,0,0.75,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT708,NA,2017/05/13 00:00:00,2017/05/13 00:00:00,MATCH,41 Radley Pond North,Radley N Pond (SP 52212 97186),0.384920634920635,41,Radley Pond North,Freshwater Habitats Trust,Jeremy,NA,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,0,1,Positive,41,1,NA,Ian,SU5297,SU5221297186,452212,197186,1,Positive,FALSE,FALSE,Positive,NA,1,3742,1,4,90,3,1,>12,4,10,0.5517265864765789,NA,40,N,N,<0.2,0.02-0.05,2,0.1,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT751,1,2017/06/02 00:00:00,2017/06/02 00:00:00,MATCH,320 Sump pond at corner of field edge ditches,320 - Church Farm Goosey,0.38484405458089677,320,Sump pond at corner of field edge ditches,Freshwater Habitats Trust,IS,NA,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/22 00:00:00,12,1,Positive,320,NA,1,Ian,SU3691,SU3615291246,436152,191246,1,Positive,FALSE,FALSE,NA,Positive,1,50,4,1.5,100,3,4,>12,3,0,0.4095189464890913,NA,320,N,N,0.2-0.5,0.1-0.2,1,0.35,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39740,0,0,0,0,0,0,0,0,0,0,0,85831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT392,1,2017/05/23 00:00:00,2017/05/23 00:00:00,MATCH,STOCKAWAY,63A Stockaway (SP 81395 17877),0.38148148148148153,NA,STOCKAWAY,Freshwater Habitats Trust,AH,2017/05/23 17:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,0,Negative,NA,1,NA,Adrianna,SP8117,SP8139517877,481395,217877,0,Negative,FALSE,TRUE,Negative,NA,1,80,1,3,20,2,2,4,4,40,0.6645499963943913,NA,63a,N,N,0.2-0.5,0.05-0.1,1,0.35,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87417,0,7040,0,0,0,0,0,0,10107,0,0,0,9085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT700,1,2017/05/11 00:00:00,2017/05/11 00:00:00,MATCH,5 Peasmore Piece,Peasmoor Piece (SP 53445 08173),0.37922427035330264,5,Peasmore Piece,Freshwater Habitats Trust,IS,2017/05/11 13:15:00,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,5,Positive,5,1,NA,Ian,SP5308,SP5344508173,453445,208173,5,Positive,FALSE,FALSE,Positive,NA,1,170,4,4,100,3,4,3,3,1,0.4989767396892944,NA,5,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20691,4962,0,0,6724,0,0,3499,33278,0,0,0,0,0,3806,0,3500,0,79,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT697,1,2017/05/19 00:00:00,NA,NA,84 Millennium Green in Kingston Bagpuize,Pond 84 P Millenium Green,0.3783333333333334,84,Millennium Green in Kingston Bagpuize,Freshwater Habitats Trust,IS,NA,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,5,Positive,84,1,NA,Ian,SU4098,SU4097998210,440979,198210,5,Positive,FALSE,FALSE,Positive,NA,1,700,0,3.5,<1%,3,4,6,3.5,?,NA,AQ VEG,84,N,N,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239894,0,0,0,0,0,0,0,0,0,0,0,0,0,66405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT692,1,2017/05/19 00:00:00,2017/05/19 00:00:00,MATCH,"99 Rough Copse, Wytham Wood",99P- Wytham Issues,0.37742504409171085,99,"Rough Copse, Wytham Wood",Freshwater Habitats Trust,IS,NA,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/08 00:00:00,12,0,Negative,99,1,NA,Ian,SP4507,SP4582507459,445825,207459,0,Negative,FALSE,TRUE,Negative,NA,1,2000,1.5,4,25,3,4,3,4,50,0.7860030855966228,NA,98,Y,Y,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT669,1,2017/05/27 00:00:00,2017/05/27 00:00:00,MATCH,"42 Kiln House, Clarnhill Brake",42P Brick Kiln,0.3734487734487735,42,"Kiln House, Clarnhill Brake",Freshwater Habitats Trust,IS,NA,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/08 00:00:00,12,1,Positive,42,1,NA,Ian,SU3588,SU3582588902,435825,188902,1,Positive,FALSE,FALSE,Positive,NA,1,1400,1,2.5,100,2.5,2.5,>12,3,10,0.6722140968419359,NA,42,N,N,<0.2,0.5-1,1,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT690,1,2017/05/19 00:00:00,2017/05/19 00:00:00,MATCH,"119 Farmhouse Pond, ( NOT shown on maps), Hill End Field Centre",Pond 119 p Farmhouse pond,0.3724603174603176,119,"Farmhouse Pond, ( NOT shown on maps), Hill End Field Centre",Freshwater Habitats Trust,IS,NA,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,4,Positive,119,1,NA,Ian,SP4606,SP4652506531,446525,206531,4,Positive,FALSE,FALSE,Positive,NA,1,10,1,3,70,3,4,5,4,100,0.7184922519077458,NA,119,N,N,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24272,0,41758,0,0,0,0,0,0,0,5787,0,0,0,0,0,0,0,6149,0,22617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3834,0,0,0
FHT574,1,2017/05/18 00:00:00,2017/05/18 00:00:00,MATCH,539 Box End Road Pond,Box End Road Pond (TL 00981 49179),0.3711484593837535,539,Box End Road Pond,Freshwater Habitats Trust,HJ,2017/05/18 17:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,1,0,Inconclusive,539,NA,1,Hanna,TL0049,TL0098149179,500981,249179,0,Inconclusive,FALSE,FALSE,NA,Inconclusive,1,18,3,2,90,3,4,0,4,18,0.3525945903827669,NA,539,N,N,1-2,0.1-0.2,0,1.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT1066,1,2017/06/24 00:00:00,2017/06/24 00:00:00,MATCH,590 Little Staughton West,590 - Pheashant Wood,0.36571428571428566,590,Little Staughton West,Freshwater Habitats Trust,HW,2017/06/24 09:15:00,2017/07/03 00:00:00,6,No,No,Yes,No,NA,2017/07/06 00:00:00,11,2,Positive,590,NA,1,Hannah,TL0961,TL0960761559,509607,261559,2,Positive,FALSE,FALSE,NA,Positive,1,170,3,3,98,3,4,9,3,0.5,0.6094569253353809,NA,590,N,N,0.2-0.5,0.2-0.5,1,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221593,0,0,18574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT746,1,2017/05/27 00:00:00,2017/05/27 00:00:00,MATCH,"302 Mayow's Pond, Nutford Lodge, Longcot, Watchfield",302- Nutford Lane,0.36496040723981904,302,"Mayow's Pond, Nutford Lodge, Longcot, Watchfield",Freshwater Habitats Trust,IS,NA,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/08 00:00:00,12,1,Positive,302,NA,1,Ian,SU2790,SU2720890558,427208,190558,1,Positive,FALSE,FALSE,NA,Positive,1,855,1,2.5,20,2,3,7,3.5,40,0.8118701679186877,NA,302,N,N,<0.2,1+,1,0.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363,0,0,0,0,0
FHT752,1,2017/06/03 00:00:00,2017/06/03 00:00:00,MATCH,"361 Sump Pond at junction of ditches, Petwick Plantation, NW of West Challow",361P Petuick Plantation,0.3628909229595729,361,"Sump Pond at junction of ditches, Petwick Plantation, NW of West Challow",Freshwater Habitats Trust,IS,NA,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/08 00:00:00,12,0,Negative,361,NA,1,Ian,SU3589,SU3550789064,435507,189064,0,Negative,FALSE,TRUE,NA,Negative,1,140,3.5,2,100,3,4,0,3.5,0,0.3387529806448756,NA,361,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16382,0,0,0,0,7435,0,0,0,0,0,0,0,37942,0,0,0,0,0,0,0,6104,0,6303,0,0,10046,0,0,0,0,0,0,0,1362,0,0,0,10593,0,0,0,0,0,0,0,0,0,0,0,5803,0
FHT879,1,2017/06/13 00:00:00,2017/06/13 00:00:00,MATCH,"259 Sheepwash Pond, Nippers Grove, 3km West of Woodcote",259 - Sheepwash Pond,0.35765550239234456,259,"Sheepwash Pond, Nippers Grove, 3km West of Woodcote",Freshwater Habitats Trust,IS,NA,2017/06/22 00:00:00,6,No,No,Yes,Yes,NA,2017/06/27 00:00:00,11,0,Negative,259,NA,1,Ian,SU6780,SU6755280828,467552,180828,0,Negative,FALSE,TRUE,NA,Negative,1,216,4,2,100,3,4,11,4,0,0.48963507187646477,NA,259,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,8254,0,0,0,0,5854,58413,112678,0,0,0,0,11125,0,0,0,1914,0,0,0,0,6071,0,0,0,0,0,0,0,0,0,0,20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
